Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Sri Lanka,LKA,1991,Not routinely administered
Sri Lanka,LKA,1992,Not routinely administered
Sri Lanka,LKA,1993,Not routinely administered
Sri Lanka,LKA,1994,Not routinely administered
Sri Lanka,LKA,1995,Not routinely administered
Sri Lanka,LKA,1996,Not routinely administered
Sri Lanka,LKA,1997,Not routinely administered
Sri Lanka,LKA,1998,Not routinely administered
Sri Lanka,LKA,1999,Not routinely administered
Sri Lanka,LKA,2000,Not routinely administered
Sri Lanka,LKA,2001,Not routinely administered
Sri Lanka,LKA,2002,Not routinely administered
Sri Lanka,LKA,2003,Not routinely administered
Sri Lanka,LKA,2004,Not routinely administered
Sri Lanka,LKA,2005,Not routinely administered
Sri Lanka,LKA,2006,Not routinely administered
Sri Lanka,LKA,2007,Not routinely administered
Sri Lanka,LKA,2008,Not routinely administered
Sri Lanka,LKA,2009,Not routinely administered
Sri Lanka,LKA,2010,Not routinely administered
Sri Lanka,LKA,2011,Not routinely administered
Sri Lanka,LKA,2012,Not routinely administered
Sri Lanka,LKA,2013,Not routinely administered
Sri Lanka,LKA,2014,Not routinely administered
Sri Lanka,LKA,2015,Entire country
Sri Lanka,LKA,2016,Entire country
Sri Lanka,LKA,2017,Entire country
Sri Lanka,LKA,2018,Entire country
Sri Lanka,LKA,2019,Entire country
Sri Lanka,LKA,2020,Entire country
Sri Lanka,LKA,2021,Entire country
Sri Lanka,LKA,2022,Entire country
Sri Lanka,LKA,2023,Entire country
Sri Lanka,LKA,2024,Entire country
Sudan,SDN,1955,Not routinely administered
Sudan,SDN,1956,Not routinely administered
Sudan,SDN,1957,Not routinely administered
Sudan,SDN,1958,Not routinely administered
Sudan,SDN,1959,Not routinely administered
Sudan,SDN,1960,Not routinely administered
Sudan,SDN,1961,Not routinely administered
Sudan,SDN,1962,Not routinely administered
Sudan,SDN,1963,Not routinely administered
Sudan,SDN,1964,Not routinely administered
Sudan,SDN,1965,Not routinely administered
Sudan,SDN,1966,Not routinely administered
Sudan,SDN,1967,Not routinely administered
Sudan,SDN,1968,Not routinely administered
Sudan,SDN,1969,Not routinely administered
Sudan,SDN,1970,Not routinely administered
Sudan,SDN,1971,Not routinely administered
Sudan,SDN,1972,Not routinely administered
Sudan,SDN,1973,Not routinely administered
Sudan,SDN,1974,Not routinely administered
Sudan,SDN,1975,Not routinely administered
Sudan,SDN,1976,Not routinely administered
Sudan,SDN,1977,Not routinely administered
Sudan,SDN,1978,Not routinely administered
Sudan,SDN,1979,Not routinely administered
Sudan,SDN,1980,Not routinely administered
Sudan,SDN,1981,Not routinely administered
Sudan,SDN,1982,Not routinely administered
Sudan,SDN,1983,Not routinely administered
Sudan,SDN,1984,Not routinely administered
Sudan,SDN,1985,Not routinely administered
Sudan,SDN,1986,Not routinely administered
Sudan,SDN,1987,Not routinely administered
Sudan,SDN,1988,Not routinely administered
Sudan,SDN,1989,Not routinely administered
Sudan,SDN,1990,Not routinely administered
Sudan,SDN,1991,Not routinely administered
Sudan,SDN,1992,Not routinely administered
Sudan,SDN,1993,Not routinely administered
Sudan,SDN,1994,Not routinely administered
Sudan,SDN,1995,Not routinely administered
Sudan,SDN,1996,Not routinely administered
Sudan,SDN,1997,Not routinely administered
Sudan,SDN,1998,Not routinely administered
Sudan,SDN,1999,Not routinely administered
Sudan,SDN,2000,Not routinely administered
Sudan,SDN,2001,Not routinely administered
Sudan,SDN,2002,Not routinely administered
Sudan,SDN,2003,Not routinely administered
Sudan,SDN,2004,Not routinely administered
Sudan,SDN,2005,Not routinely administered
Sudan,SDN,2006,Not routinely administered
Sudan,SDN,2007,Not routinely administered
Sudan,SDN,2008,Not routinely administered
Sudan,SDN,2009,Not routinely administered
Sudan,SDN,2010,Not routinely administered
Sudan,SDN,2011,Not routinely administered
Sudan,SDN,2012,Not routinely administered
Sudan,SDN,2013,Not routinely administered
Sudan,SDN,2014,Not routinely administered
Sudan,SDN,2015,Entire country
Sudan,SDN,2016,Entire country
Sudan,SDN,2017,Entire country
Sudan,SDN,2018,Entire country
Sudan,SDN,2019,Entire country
Sudan,SDN,2020,Entire country
Sudan,SDN,2021,Entire country
Sudan,SDN,2022,Entire country
Sudan,SDN,2023,Entire country
Sudan,SDN,2024,Entire country
Suriname,SUR,1955,Not routinely administered
Suriname,SUR,1956,Not routinely administered
Suriname,SUR,1957,Not routinely administered
Suriname,SUR,1958,Not routinely administered
Suriname,SUR,1959,Not routinely administered
Suriname,SUR,1960,Not routinely administered
Suriname,SUR,1961,Not routinely administered
Suriname,SUR,1962,Not routinely administered
Suriname,SUR,1963,Not routinely administered
Suriname,SUR,1964,Not routinely administered
Suriname,SUR,1965,Not routinely administered
Suriname,SUR,1966,Not routinely administered
Suriname,SUR,1967,Not routinely administered
Suriname,SUR,1968,Not routinely administered
Suriname,SUR,1969,Not routinely administered
Suriname,SUR,1970,Not routinely administered
Suriname,SUR,1971,Not routinely administered
Suriname,SUR,1972,Not routinely administered
Suriname,SUR,1973,Not routinely administered
Suriname,SUR,1974,Not routinely administered
Suriname,SUR,1975,Not routinely administered
Suriname,SUR,1976,Not routinely administered
Suriname,SUR,1977,Not routinely administered
Suriname,SUR,1978,Not routinely administered
Suriname,SUR,1979,Not routinely administered
Suriname,SUR,1980,Not routinely administered
Suriname,SUR,1981,Not routinely administered
Suriname,SUR,1982,Not routinely administered
Suriname,SUR,1983,Not routinely administered
Suriname,SUR,1984,Not routinely administered
Suriname,SUR,1985,Not routinely administered
Suriname,SUR,1986,Not routinely administered
Suriname,SUR,1987,Not routinely administered
Suriname,SUR,1988,Not routinely administered
Suriname,SUR,1989,Not routinely administered
Suriname,SUR,1990,Not routinely administered
Suriname,SUR,1991,Not routinely administered
Suriname,SUR,1992,Not routinely administered
Suriname,SUR,1993,Not routinely administered
Suriname,SUR,1994,Not routinely administered
Suriname,SUR,1995,Not routinely administered
Suriname,SUR,1996,Not routinely administered
Suriname,SUR,1997,Not routinely administered
Suriname,SUR,1998,Not routinely administered
Suriname,SUR,1999,Not routinely administered
Suriname,SUR,2000,Not routinely administered
Suriname,SUR,2001,Not routinely administered
Suriname,SUR,2002,Not routinely administered
Suriname,SUR,2003,Not routinely administered
Suriname,SUR,2004,Not routinely administered
Suriname,SUR,2005,Not routinely administered
Suriname,SUR,2006,Not routinely administered
Suriname,SUR,2007,Not routinely administered
Suriname,SUR,2008,Not routinely administered
Suriname,SUR,2009,Not routinely administered
Suriname,SUR,2010,Not routinely administered
Suriname,SUR,2011,Not routinely administered
Suriname,SUR,2012,Not routinely administered
Suriname,SUR,2013,Not routinely administered
Suriname,SUR,2014,Not routinely administered
Suriname,SUR,2015,Entire country
Suriname,SUR,2016,Entire country
Suriname,SUR,2017,Entire country
Suriname,SUR,2018,Entire country
Suriname,SUR,2019,Entire country
Suriname,SUR,2020,Entire country
Suriname,SUR,2021,Entire country
Suriname,SUR,2022,Entire country
Suriname,SUR,2023,Entire country
Suriname,SUR,2024,Entire country
Sweden,SWE,1955,Not routinely administered
Sweden,SWE,1956,Not routinely administered
Sweden,SWE,1957,Not routinely administered
Sweden,SWE,1958,Not routinely administered
Sweden,SWE,1959,Not routinely administered
Sweden,SWE,1960,Not routinely administered
Sweden,SWE,1961,Not routinely administered
Sweden,SWE,1962,Not routinely administered
Sweden,SWE,1963,Not routinely administered
Sweden,SWE,1964,Not routinely administered
Sweden,SWE,1965,Not routinely administered
Sweden,SWE,1966,Not routinely administered
Sweden,SWE,1967,Not routinely administered
Sweden,SWE,1968,Not routinely administered
Sweden,SWE,1969,Not routinely administered
Sweden,SWE,1970,Not routinely administered
Sweden,SWE,1971,Not routinely administered
Sweden,SWE,1972,Not routinely administered
Sweden,SWE,1973,Not routinely administered
Sweden,SWE,1974,Not routinely administered
Sweden,SWE,1975,Not routinely administered
Sweden,SWE,1976,Not routinely administered
Sweden,SWE,1977,Not routinely administered
Sweden,SWE,1978,Not routinely administered
Sweden,SWE,1979,Not routinely administered
Sweden,SWE,1980,Not routinely administered
Sweden,SWE,1981,Not routinely administered
Sweden,SWE,1982,Entire country
Sweden,SWE,1983,Entire country
Sweden,SWE,1984,Entire country
Sweden,SWE,1985,Entire country
Sweden,SWE,1986,Entire country
Sweden,SWE,1987,Entire country
Sweden,SWE,1988,Entire country
Sweden,SWE,1989,Entire country
Sweden,SWE,1990,Entire country
Sweden,SWE,1991,Entire country
Sweden,SWE,1992,Entire country
Sweden,SWE,1993,Entire country
Sweden,SWE,1994,Entire country
Sweden,SWE,1995,Entire country
Sweden,SWE,1996,Entire country
Sweden,SWE,1997,Entire country
Sweden,SWE,1998,Entire country
Sweden,SWE,1999,Entire country
Sweden,SWE,2000,Entire country
Sweden,SWE,2001,Entire country
Sweden,SWE,2002,Entire country
Sweden,SWE,2003,Entire country
Sweden,SWE,2004,Entire country
Sweden,SWE,2005,Entire country
Sweden,SWE,2006,Entire country
Sweden,SWE,2007,Entire country
Sweden,SWE,2008,Entire country
Sweden,SWE,2009,Entire country
Sweden,SWE,2010,Entire country
Sweden,SWE,2011,Entire country
Sweden,SWE,2012,Entire country
Sweden,SWE,2013,Entire country
Sweden,SWE,2014,Entire country
Sweden,SWE,2015,Entire country
Sweden,SWE,2016,Entire country
Sweden,SWE,2017,Entire country
Sweden,SWE,2018,Entire country
Sweden,SWE,2019,Entire country
Sweden,SWE,2020,Entire country
Sweden,SWE,2021,Entire country
Sweden,SWE,2022,Entire country
Sweden,SWE,2023,Entire country
Sweden,SWE,2024,Entire country
Switzerland,CHE,1955,Not routinely administered
Switzerland,CHE,1956,Not routinely administered
Switzerland,CHE,1957,Entire country
Switzerland,CHE,1958,Entire country
Switzerland,CHE,1959,Entire country
Switzerland,CHE,1960,Entire country
Switzerland,CHE,1961,Entire country
Switzerland,CHE,1962,Entire country
Switzerland,CHE,1963,Entire country
Switzerland,CHE,1964,Entire country
Switzerland,CHE,1965,Entire country
Switzerland,CHE,1966,Entire country
Switzerland,CHE,1967,Entire country
Switzerland,CHE,1968,Entire country
Switzerland,CHE,1969,Entire country
Switzerland,CHE,1970,Entire country
Switzerland,CHE,1971,Entire country
Switzerland,CHE,1972,Entire country
Switzerland,CHE,1973,Entire country
Switzerland,CHE,1974,Entire country
Switzerland,CHE,1975,Entire country
Switzerland,CHE,1976,Entire country
Switzerland,CHE,1977,Entire country
Switzerland,CHE,1978,Entire country
Switzerland,CHE,1979,Entire country
Switzerland,CHE,1980,Entire country
Switzerland,CHE,1981,Entire country
Switzerland,CHE,1982,Entire country
Switzerland,CHE,1983,Entire country
Switzerland,CHE,1984,Entire country
Switzerland,CHE,1985,Entire country
Switzerland,CHE,1986,Entire country
Switzerland,CHE,1987,Entire country
Switzerland,CHE,1988,Entire country
Switzerland,CHE,1989,Entire country
Switzerland,CHE,1990,Entire country
Switzerland,CHE,1991,Entire country
Switzerland,CHE,1992,Entire country
Switzerland,CHE,1993,Entire country
Switzerland,CHE,1994,Entire country
Switzerland,CHE,1995,Entire country
Switzerland,CHE,1996,Entire country
Switzerland,CHE,1997,Entire country
Switzerland,CHE,1998,Entire country
Switzerland,CHE,1999,Entire country
Switzerland,CHE,2000,Entire country
Switzerland,CHE,2001,Entire country
Switzerland,CHE,2002,Entire country
Switzerland,CHE,2003,Entire country
Switzerland,CHE,2004,Entire country
Switzerland,CHE,2005,Entire country
Switzerland,CHE,2006,Entire country
Switzerland,CHE,2007,Entire country
Switzerland,CHE,2008,Entire country
Switzerland,CHE,2009,Entire country
Switzerland,CHE,2010,Entire country
Switzerland,CHE,2011,Entire country
Switzerland,CHE,2012,Entire country
Switzerland,CHE,2013,Entire country
Switzerland,CHE,2014,Entire country
Switzerland,CHE,2015,Entire country
Switzerland,CHE,2016,Entire country
Switzerland,CHE,2017,Entire country
Switzerland,CHE,2018,Entire country
Switzerland,CHE,2019,Entire country
Switzerland,CHE,2020,Entire country
Switzerland,CHE,2021,Entire country
Switzerland,CHE,2022,Entire country
Switzerland,CHE,2023,Entire country
Switzerland,CHE,2024,Entire country
Syria,SYR,1955,Not routinely administered
Syria,SYR,1956,Not routinely administered
Syria,SYR,1957,Not routinely administered
Syria,SYR,1958,Not routinely administered
Syria,SYR,1959,Not routinely administered
Syria,SYR,1960,Not routinely administered
Syria,SYR,1961,Not routinely administered
Syria,SYR,1962,Not routinely administered
Syria,SYR,1963,Not routinely administered
Syria,SYR,1964,Not routinely administered
Syria,SYR,1965,Not routinely administered
Syria,SYR,1966,Not routinely administered
Syria,SYR,1967,Not routinely administered
Syria,SYR,1968,Not routinely administered
Syria,SYR,1969,Not routinely administered
Syria,SYR,1970,Not routinely administered
Syria,SYR,1971,Not routinely administered
Syria,SYR,1972,Not routinely administered
Syria,SYR,1973,Not routinely administered
Syria,SYR,1974,Not routinely administered
Syria,SYR,1975,Not routinely administered
Syria,SYR,1976,Not routinely administered
Syria,SYR,1977,Not routinely administered
Syria,SYR,1978,Not routinely administered
Syria,SYR,1979,Not routinely administered
Syria,SYR,1980,Not routinely administered
Syria,SYR,1981,Not routinely administered
Syria,SYR,1982,Not routinely administered
Syria,SYR,1983,Not routinely administered
Syria,SYR,1984,Not routinely administered
Syria,SYR,1985,Not routinely administered
Syria,SYR,1986,Not routinely administered
Syria,SYR,1987,Not routinely administered
Syria,SYR,1988,Not routinely administered
Syria,SYR,1989,Not routinely administered
Syria,SYR,1990,Not routinely administered
Syria,SYR,1991,Not routinely administered
Syria,SYR,1992,Not routinely administered
Syria,SYR,1993,Not routinely administered
Syria,SYR,1994,Not routinely administered
Syria,SYR,1995,Not routinely administered
Syria,SYR,1996,Not routinely administered
Syria,SYR,1997,Not routinely administered
Syria,SYR,1998,Not routinely administered
Syria,SYR,1999,Not routinely administered
Syria,SYR,2000,Not routinely administered
Syria,SYR,2001,Not routinely administered
Syria,SYR,2002,Not routinely administered
Syria,SYR,2003,Not routinely administered
Syria,SYR,2004,Not routinely administered
Syria,SYR,2005,Not routinely administered
Syria,SYR,2006,Not routinely administered
Syria,SYR,2007,Not routinely administered
Syria,SYR,2008,Entire country
Syria,SYR,2009,Entire country
Syria,SYR,2010,Entire country
Syria,SYR,2011,Entire country
Syria,SYR,2012,Entire country
Syria,SYR,2013,Entire country
Syria,SYR,2014,Entire country
Syria,SYR,2015,Entire country
Syria,SYR,2016,Entire country
Syria,SYR,2017,Entire country
Syria,SYR,2018,Entire country
Syria,SYR,2019,Entire country
Syria,SYR,2020,Entire country
Syria,SYR,2021,Entire country
Syria,SYR,2022,Entire country
